against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,base_egg_steps,base_happiness,base_total,capture_rate,classfication,experience_growth,height_m,percentage_male,pokedex_number,weight_kg
2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,475,75,Season Pokémon,1000000,1.9,50,586,92.5
2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,475,75,Season Pokémon,1000000,1.9,50,586,92.5
0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,5120,70,428,200,Sky Squirrel Pokémon,1000000,0.4,50,587,5.0
0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,5120,70,428,200,Sky Squirrel Pokémon,1000000,0.4,50,587,5.0
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,315,200,Clamping Pokémon,1000000,0.5,50,588,5.9
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,315,200,Clamping Pokémon,1000000,0.5,50,588,5.9
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,315,200,Clamping Pokémon,1000000,0.5,50,588,5.9
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3840,70,495,75,Cavalry Pokémon,1000000,1.0,50,589,33.0
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3840,70,495,75,Cavalry Pokémon,1000000,1.0,50,589,33.0
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,3840,70,495,75,Cavalry Pokémon,1000000,1.0,50,589,33.0
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,294,190,Mushroom Pokémon,1000000,0.2,50,590,1.0
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,294,190,Mushroom Pokémon,1000000,0.2,50,590,1.0
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,464,75,Mushroom Pokémon,1000000,0.6,50,591,10.5
1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,5120,70,464,75,Mushroom Pokémon,1000000,0.6,50,591,10.5
0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,335,190,Floating Pokémon,1000000,1.2,50,592,33.0
0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,335,190,Floating Pokémon,1000000,1.2,50,592,33.0
0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,335,190,Floating Pokémon,1000000,1.2,50,592,33.0
0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,480,60,Floating Pokémon,1000000,2.2,50,593,135.0
0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,480,60,Floating Pokémon,1000000,2.2,50,593,135.0
0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,5120,70,480,60,Floating Pokémon,1000000,2.2,50,593,135.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,470,75,Caring Pokémon,800000,1.2,50,594,31.6
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,470,75,Caring Pokémon,800000,1.2,50,594,31.6
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,10240,70,470,75,Caring Pokémon,800000,1.2,50,594,31.6
1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,319,190,Attaching Pokémon,1000000,0.1,50,595,0.6
1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,319,190,Attaching Pokémon,1000000,0.1,50,595,0.6
1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,319,190,Attaching Pokémon,1000000,0.1,50,595,0.6
1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,472,75,EleSpider Pokémon,1000000,0.8,50,596,14.3
1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,472,75,EleSpider Pokémon,1000000,0.8,50,596,14.3
1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,5120,70,472,75,EleSpider Pokémon,1000000,0.8,50,596,14.3
1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,305,255,Thorn Seed Pokémon,1000000,0.6,50,597,18.8
1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,489,90,Thorn Pod Pokémon,1000000,1.0,50,598,110.0
1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,5120,70,489,90,Thorn Pod Pokémon,1000000,1.0,50,598,110.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,300,130,Gear Pokémon,1059860,0.3,,599,21.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,300,130,Gear Pokémon,1059860,0.3,,599,21.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,300,130,Gear Pokémon,1059860,0.3,,599,21.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,440,60,Gear Pokémon,1059860,0.6,,600,51.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,440,60,Gear Pokémon,1059860,0.6,,600,51.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,440,60,Gear Pokémon,1059860,0.6,,600,51.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,520,30,Gear Pokémon,1059860,0.6,,601,81.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,520,30,Gear Pokémon,1059860,0.6,,601,81.0
0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,5120,70,520,30,Gear Pokémon,1059860,0.6,,601,81.0
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,275,190,EleFish Pokémon,1250000,0.2,50,602,0.3
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,405,60,EleFish Pokémon,1250000,1.2,50,603,22.0
1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,5120,70,515,30,EleFish Pokémon,1250000,2.1,50,604,80.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,335,255,Cerebral Pokémon,1000000,0.5,50,605,9.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,335,255,Cerebral Pokémon,1000000,0.5,50,605,9.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,335,255,Cerebral Pokémon,1000000,0.5,50,605,9.0
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,485,90,Cerebral Pokémon,1000000,1.0,50,606,34.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,485,90,Cerebral Pokémon,1000000,1.0,50,606,34.5
2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,5120,70,485,90,Cerebral Pokémon,1000000,1.0,50,606,34.5
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,275,190,Candle Pokémon,1059860,0.3,50,607,3.1
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,275,190,Candle Pokémon,1059860,0.3,50,607,3.1
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,275,190,Candle Pokémon,1059860,0.3,50,607,3.1
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,370,90,Lamp Pokémon,1059860,0.6,50,608,13.0
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,370,90,Lamp Pokémon,1059860,0.6,50,608,13.0
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,370,90,Lamp Pokémon,1059860,0.6,50,608,13.0
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,520,45,Luring Pokémon,1059860,1.0,50,609,34.3
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,520,45,Luring Pokémon,1059860,1.0,50,609,34.3
0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,5120,70,520,45,Luring Pokémon,1059860,1.0,50,609,34.3
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,320,75,Tusk Pokémon,1250000,0.6,50,610,18.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,320,75,Tusk Pokémon,1250000,0.6,50,610,18.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,320,75,Tusk Pokémon,1250000,0.6,50,610,18.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,410,60,Axe Jaw Pokémon,1250000,1.0,50,611,36.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,410,60,Axe Jaw Pokémon,1250000,1.0,50,611,36.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,410,60,Axe Jaw Pokémon,1250000,1.0,50,611,36.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,540,45,Axe Jaw Pokémon,1250000,1.8,50,612,105.5
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,540,45,Axe Jaw Pokémon,1250000,1.8,50,612,105.5
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,10240,35,540,45,Axe Jaw Pokémon,1250000,1.8,50,612,105.5
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,120,Chill Pokémon,1000000,0.5,50,613,8.5
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,120,Chill Pokémon,1000000,0.5,50,613,8.5
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,305,120,Chill Pokémon,1000000,0.5,50,613,8.5
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,505,60,Freezing Pokémon,1000000,2.6,50,614,260.0
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,505,60,Freezing Pokémon,1000000,2.6,50,614,260.0
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,5120,70,505,60,Freezing Pokémon,1000000,2.6,50,614,260.0
1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,6400,70,515,25,Crystallizing Pokémon,1000000,1.1,,615,148.0
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,305,200,Snail Pokémon,1000000,0.4,50,616,7.7
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,305,200,Snail Pokémon,1000000,0.4,50,616,7.7
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,305,200,Snail Pokémon,1000000,0.4,50,616,7.7
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,495,75,Shell Out Pokémon,1000000,0.8,50,617,25.3
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,495,75,Shell Out Pokémon,1000000,0.8,50,617,25.3
1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,3840,70,495,75,Shell Out Pokémon,1000000,0.8,50,617,25.3
1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,5120,70,471,75,Trap Pokémon,1000000,0.7,50,618,11.0
1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,5120,70,471,75,Trap Pokémon,1000000,0.7,50,618,11.0
1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,5120,70,471,75,Trap Pokémon,1000000,0.7,50,618,11.0
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,350,180,Martial Arts Pokémon,1059860,0.9,50,619,20.0
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,350,180,Martial Arts Pokémon,1059860,0.9,50,619,20.0
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,350,180,Martial Arts Pokémon,1059860,0.9,50,619,20.0
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,510,45,Martial Arts Pokémon,1059860,1.4,50,620,35.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,510,45,Martial Arts Pokémon,1059860,1.4,50,620,35.5
0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,6400,70,510,45,Martial Arts Pokémon,1059860,1.4,50,620,35.5
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,7680,70,485,45,Cave Pokémon,1000000,1.6,50,621,139.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,7680,70,485,45,Cave Pokémon,1000000,1.6,50,621,139.0
1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,7680,70,485,45,Cave Pokémon,1000000,1.6,50,621,139.0
0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,303,190,Automaton Pokémon,1000000,1.0,,622,92.0
0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,303,190,Automaton Pokémon,1000000,1.0,,622,92.0
0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,303,190,Automaton Pokémon,1000000,1.0,,622,92.0
0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,483,90,Automaton Pokémon,1000000,2.8,,623,330.0
0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,483,90,Automaton Pokémon,1000000,2.8,,623,330.0
0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,6400,70,483,90,Automaton Pokémon,1000000,2.8,,623,330.0
1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,340,120,Sharp Blade Pokémon,1000000,0.5,50,624,10.2
1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,340,120,Sharp Blade Pokémon,1000000,0.5,50,624,10.2
1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,340,120,Sharp Blade Pokémon,1000000,0.5,50,624,10.2
1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,490,45,Sword Blade Pokémon,1000000,1.6,50,625,70.0
1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,490,45,Sword Blade Pokémon,1000000,1.6,50,625,70.0
1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,5120,35,490,45,Sword Blade Pokémon,1000000,1.6,50,625,70.0
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,Bash Buffalo Pokémon,1000000,1.6,50,626,94.6
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,Bash Buffalo Pokémon,1000000,1.6,50,626,94.6
1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,5120,70,490,45,Bash Buffalo Pokémon,1000000,1.6,50,626,94.6
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,350,190,Eaglet Pokémon,1250000,0.5,100,627,10.5
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,350,190,Eaglet Pokémon,1250000,0.5,100,627,10.5
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,350,190,Eaglet Pokémon,1250000,0.5,100,627,10.5
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,510,60,Valiant Pokémon,1250000,1.5,100,628,41.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,510,60,Valiant Pokémon,1250000,1.5,100,628,41.0
0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,5120,70,510,60,Valiant Pokémon,1250000,1.5,100,628,41.0
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,370,190,Diapered Pokémon,1250000,0.5,0,629,9.0
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,370,190,Diapered Pokémon,1250000,0.5,0,629,9.0
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,370,190,Diapered Pokémon,1250000,0.5,0,629,9.0
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,510,60,Bone Vulture Pokémon,1250000,1.2,0,630,39.5
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,510,60,Bone Vulture Pokémon,1250000,1.2,0,630,39.5
1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,5120,35,510,60,Bone Vulture Pokémon,1250000,1.2,0,630,39.5
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,484,90,Anteater Pokémon,1000000,1.4,50,631,58.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,484,90,Anteater Pokémon,1000000,1.4,50,631,58.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,484,90,Anteater Pokémon,1000000,1.4,50,631,58.0
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,484,90,Iron Ant Pokémon,1000000,0.3,50,632,33.0
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,484,90,Iron Ant Pokémon,1000000,0.3,50,632,33.0
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,5120,70,484,90,Iron Ant Pokémon,1000000,0.3,50,632,33.0
2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,300,45,Irate Pokémon,1250000,0.8,50,633,17.3
2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,420,45,Hostile Pokémon,1250000,1.4,50,634,50.0
2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,10240,35,600,45,Brutal Pokémon,1250000,1.8,50,635,160.0
0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,360,45,Torch Pokémon,1250000,1.1,50,636,28.8
0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,360,45,Torch Pokémon,1250000,1.1,50,636,28.8
0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,550,15,Sun Pokémon,1250000,1.6,50,637,46.0
0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,10240,70,550,15,Sun Pokémon,1250000,1.6,50,637,46.0
0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,20480,35,580,3,Iron Will Pokémon,1250000,2.1,,638,250.0
0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,20480,35,580,3,Cavern Pokémon,1250000,1.9,,639,260.0
1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,20480,35,580,3,Grassland Pokémon,1250000,2.0,,640,200.0
0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,30720,90,580,3,Cyclone Pokémon,1250000,1.5,100,641,63.0
0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,30720,90,580,3,Cyclone Pokémon,1250000,1.5,100,641,63.0
0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,30720,90,580,3,Cyclone Pokémon,1250000,1.5,100,641,63.0
0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,30720,90,580,3,Bolt Strike Pokémon,1250000,1.5,100,642,61.0
0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,30720,90,580,3,Bolt Strike Pokémon,1250000,1.5,100,642,61.0
0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,30720,90,580,3,Bolt Strike Pokémon,1250000,1.5,100,642,61.0
0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,30720,0,680,3,Vast White Pokémon,1250000,3.2,,643,330.0
1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,30720,0,680,3,Deep Black Pokémon,1250000,2.9,,644,345.0
0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30720,90,600,3,Abundance Pokémon,1250000,1.5,100,645,68.0
0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30720,90,600,3,Abundance Pokémon,1250000,1.5,100,645,68.0
0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,30720,90,600,3,Abundance Pokémon,1250000,1.5,100,645,68.0
1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,700,3,Boundary Pokémon,1250000,3.0,,646,325.0
1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,700,3,Boundary Pokémon,1250000,3.0,,646,325.0
1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,30720,0,700,3,Boundary Pokémon,1250000,3.0,,646,325.0
0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,20480,35,580,3,Colt Pokémon,1250000,1.4,,647,48.5
2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,30720,100,600,3,Melody Pokémon,1250000,0.6,,648,6.5
0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,30720,0,600,3,Paleozoic Pokémon,1250000,1.5,,649,82.5
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,313,45,Spiky Nut Pokémon,1059860,0.4,88.1,650,9.0
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,313,45,Spiky Nut Pokémon,1059860,0.4,88.1,650,9.0
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,Spiny Armor Pokémon,1059860,0.7,88.1,651,29.0
2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,5120,70,405,45,Spiny Armor Pokémon,1059860,0.7,88.1,651,29.0
1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,5120,70,530,45,Spiny Armor Pokémon,1059860,1.6,88.1,652,90.0
1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,5120,70,530,45,Spiny Armor Pokémon,1059860,1.6,88.1,652,90.0
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,307,45,Fox Pokémon,1059860,0.4,88.1,653,9.4
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,307,45,Fox Pokémon,1059860,0.4,88.1,653,9.4
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,409,45,Fox Pokémon,1059860,1.0,88.1,654,14.5
0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,5120,70,409,45,Fox Pokémon,1059860,1.0,88.1,654,14.5
1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,5120,70,534,45,Fox Pokémon,1059860,1.5,88.1,655,39.0
1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,5120,70,534,45,Fox Pokémon,1059860,1.5,88.1,655,39.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,Bubble Frog Pokémon,1059860,0.3,88.1,656,7.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,314,45,Bubble Frog Pokémon,1059860,0.3,88.1,656,7.0
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,Bubble Frog Pokémon,1059860,0.6,88.1,657,10.9
1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,5120,70,405,45,Bubble Frog Pokémon,1059860,0.6,88.1,657,10.9
2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,5120,70,640,45,Ninja Pokémon,1059860,1.5,88.1,658,40.0
